system:index,area_m2,.geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335799,3486.236023,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.4681049881436,13.027637744886539],[77.4681049881436,13.027368250301302],[77.46864397731406,13.027368250301302],[77.46864397731406,13.027098755716066],[77.4689134718993,13.027098755716066],[77.4689134718993,13.027637744886539],[77.4681049881436,13.027637744886539]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335802,1743.112854,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.46864397731406,13.027907239471773],[77.4689134718993,13.027907239471773],[77.4689134718993,13.028446228642245],[77.46864397731406,13.028446228642245],[77.46864397731406,13.027907239471773]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335831,1743.05835,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.46837448272883,13.03599207702885],[77.4689134718993,13.03599207702885],[77.4689134718993,13.036261571614085],[77.46837448272883,13.036261571614085],[77.46837448272883,13.03599207702885]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336164,7840.99115,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.46837448272883,13.126003268497625],[77.46837448272883,13.125733773912389],[77.46864397731406,13.125733773912389],[77.46864397731406,13.125464279327154],[77.46837448272883,13.125464279327154],[77.46837448272883,13.125194784741918],[77.46945246106978,13.125194784741918],[77.46945246106978,13.125733773912389],[77.4689134718993,13.125733773912389],[77.4689134718993,13.126003268497625],[77.46837448272883,13.126003268497625]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335028,1744.534363,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.4689134718993,12.819048935913985],[77.46918296648454,12.819048935913985],[77.46918296648454,12.819587925084457],[77.4689134718993,12.819587925084457],[77.4689134718993,12.819048935913985]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335090,2616.630981,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.46837448272883,12.836027094783844],[77.46918296648454,12.836027094783844],[77.46918296648454,12.836296589369079],[77.46837448272883,12.836296589369079],[77.46837448272883,12.836027094783844]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335093,1744.416077,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.4689134718993,12.836566083954315],[77.46918296648454,12.836566083954315],[77.46918296648454,12.837105073124787],[77.4689134718993,12.837105073124787],[77.4689134718993,12.836566083954315]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335130,1744.348572,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.4689134718993,12.846537383608043],[77.46918296648454,12.846537383608043],[77.46918296648454,12.847076372778513],[77.4689134718993,12.847076372778513],[77.4689134718993,12.846537383608043]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335147,10465.91547,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.4689134718993,12.851657780727523],[77.4689134718993,12.851388286142287],[77.46837448272883,12.851388286142287],[77.46837448272883,12.851118791557052],[77.4681049881436,12.851118791557052],[77.4681049881436,12.851388286142287],[77.46783549355835,12.851388286142287],[77.46783549355835,12.851118791557052],[77.46756599897313,12.851118791557052],[77.46756599897313,12.850849296971816],[77.46918296648454,12.850849296971816],[77.46918296648454,12.851118791557052],[77.46945246106978,12.851118791557052],[77.46945246106978,12.851388286142287],[77.46918296648454,12.851388286142287],[77.46918296648454,12.851657780727523],[77.4689134718993,12.851657780727523]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335440,2615.673706,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[77.4689134718993,12.930350199616393],[77.46918296648454,12.930350199616393],[77.46918296648454,12.93061969420163],[77.4689134718993,12.93061969420163],[77.4689134718993,12.930350199616393]]],[[[77.46864397731406,12.929811210445921],[77.4689134718993,12.929811210445921],[77.4689134718993,12.930350199616393],[77.46864397731406,12.930350199616393],[77.46864397731406,12.929811210445921]]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335455,7846.897888,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.46864397731406,12.934662112980167],[77.46864397731406,12.93439261839493],[77.4681049881436,12.93439261839493],[77.4681049881436,12.93385362922446],[77.4689134718993,12.93385362922446],[77.4689134718993,12.934123123809696],[77.46918296648454,12.934123123809696],[77.46918296648454,12.934662112980167],[77.46864397731406,12.934662112980167]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335692,8716.595825,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[77.4689134718993,12.99745435134012],[77.46945246106976,12.99745435134012],[77.46945246106976,12.997993340510593],[77.4689134718993,12.997993340510593],[77.4689134718993,12.99745435134012]]],[[[77.4689134718993,12.997993340510593],[77.4689134718993,12.99826283509583],[77.46918296648454,12.99826283509583],[77.46918296648454,12.998532329681066],[77.4681049881436,12.998532329681066],[77.4681049881436,12.99826283509583],[77.46837448272883,12.99826283509583],[77.46837448272883,12.997993340510593],[77.4689134718993,12.997993340510593]]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335754,1743.20343,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.4689134718993,13.014702004795216],[77.46918296648454,13.014702004795216],[77.46918296648454,13.015240993965689],[77.4689134718993,13.015240993965689],[77.4689134718993,13.014702004795216]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335788,3486.282104,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.46864397731406,13.024403809863708],[77.46864397731406,13.023595326108],[77.4689134718993,13.023595326108],[77.4689134718993,13.024134315278472],[77.46918296648454,13.024134315278472],[77.46918296648454,13.024403809863708],[77.46864397731406,13.024403809863708]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335863,3486.003784,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.46864397731406,13.044076914585926],[77.46918296648454,13.044076914585926],[77.46918296648454,13.044615903756396],[77.46864397731406,13.044615903756396],[77.46864397731406,13.044076914585926]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335883,3485.933411,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[77.4689134718993,13.049466806290642],[77.46918296648454,13.049466806290642],[77.46918296648454,13.050005795461113],[77.4689134718993,13.050005795461113],[77.4689134718993,13.049466806290642]]],[[[77.46864397731406,13.04892781712017],[77.4689134718993,13.04892781712017],[77.4689134718993,13.049466806290642],[77.46864397731406,13.049466806290642],[77.46864397731406,13.04892781712017]]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335983,1742.778564,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.46864397731406,13.076685759399464],[77.46918296648454,13.076685759399464],[77.46918296648454,13.0769552539847],[77.46864397731406,13.0769552539847],[77.46864397731406,13.076685759399464]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336010,1742.728394,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.46864397731406,13.083962113200831],[77.46918296648454,13.083962113200831],[77.46918296648454,13.084231607786068],[77.46864397731406,13.084231607786068],[77.46864397731406,13.083962113200831]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335023,4361.366577,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[77.46918296648454,12.817701462987806],[77.46945246106976,12.817701462987806],[77.46945246106976,12.81797095757304],[77.46918296648454,12.81797095757304],[77.46918296648454,12.817701462987806]]],[[[77.46864397731406,12.817162473817334],[77.46918296648454,12.817162473817334],[77.46918296648454,12.817701462987806],[77.46864397731406,12.817701462987806],[77.46864397731406,12.817162473817334]]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335074,1744.451538,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.4689134718993,12.831445686834835],[77.46945246106978,12.831445686834835],[77.46945246106978,12.83171518142007],[77.4689134718993,12.83171518142007],[77.4689134718993,12.831445686834835]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335178,2616.39386,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.4689134718993,12.8597426182846],[77.4689134718993,12.859203629114127],[77.46918296648454,12.859203629114127],[77.46918296648454,12.859473123699363],[77.46945246106978,12.859473123699363],[77.46945246106978,12.8597426182846],[77.4689134718993,12.8597426182846]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335619,40971.39404,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[77.46675751521741,12.975355795350781],[77.46702700980265,12.975355795350781],[77.46702700980265,12.975625289936017],[77.46675751521741,12.975625289936017],[77.46675751521741,12.975355795350781]]],[[[77.46702700980265,12.975625289936017],[77.46729650438789,12.975625289936017],[77.46729650438789,12.975355795350781],[77.46783549355835,12.975355795350781],[77.46783549355835,12.975894784521254],[77.46837448272883,12.975894784521254],[77.46837448272883,12.977242257447433],[77.46864397731406,12.977242257447433],[77.46864397731406,12.977511752032669],[77.46918296648454,12.977511752032669],[77.46918296648454,12.977781246617903],[77.46945246106976,12.977781246617903],[77.46945246106976,12.978589730373612],[77.4689134718993,12.978589730373612],[77.4689134718993,12.978320235788376],[77.46837448272883,12.978320235788376],[77.46837448272883,12.977781246617903],[77.46783549355835,12.977781246617903],[77.46783549355835,12.977511752032669],[77.46756599897311,12.977511752032669],[77.46756599897311,12.977242257447433],[77.46729650438789,12.977242257447433],[77.46729650438789,12.97670326827696],[77.46702700980265,12.97670326827696],[77.46702700980265,12.975625289936017]],[[77.46783549355835,12.975894784521254],[77.46783549355835,12.976164279106488],[77.46756599897311,12.976164279106488],[77.46756599897311,12.975894784521254],[77.46783549355835,12.975894784521254]]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335717,4358.188171,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.46918296648454,13.005000199726727],[77.46918296648454,13.004461210556254],[77.46945246106978,13.004461210556254],[77.46945246106978,13.003922221385782],[77.469721955655,13.003922221385782],[77.469721955655,13.00473070514149],[77.46945246106978,13.00473070514149],[77.46945246106978,13.005000199726727],[77.46918296648454,13.005000199726727]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335768,4357.948914,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.4689134718993,13.018744423573754],[77.4689134718993,13.018205434403283],[77.469721955655,13.018205434403283],[77.469721955655,13.01847492898852],[77.46945246106978,13.01847492898852],[77.46945246106978,13.018744423573754],[77.4689134718993,13.018744423573754]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336219,1742.341431,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[77.4689134718993,13.14001698692989],[77.46945246106978,13.14001698692989],[77.46945246106978,13.140286481515126],[77.4689134718993,13.140286481515126],[77.4689134718993,13.14001698692989]]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
